yungs-better-strongholds-fabric	Explorer	Adventurer	Strongholds	Expanded strongholds change the journey to the End portal; use discovery and navigation goals.
yungs-better-witch-huts-fabric	Explorer	Witch,Builder	Witch huts	Rebuilt swamp witch huts provide a witch-themed destination and architectural inspiration, not a separate magic system.
yungs-bridges-fabric	Explorer	Builder	Bridges	Naturally generated bridges add travel landmarks and examples of landscape-spanning construction.
yungs-extras-fabric	Explorer	Builder	Small world details	Additional small structures and vanilla-style world details support incidental exploration.
natures-compass	Explorer	Farmer	Biome navigation	Find biomes and read biome information; a practical tool for locating regional resources and homes.
explorers-compass	Explorer	Adventurer	Structure navigation	Locate structures. The pack replaces its recipe with one using cobwebs and gilded blackstone, so do not present it as the default cheap early-game compass.
waystones	Explorer	Merchant,Builder	Travel network	Activate waystones and build a network between bases, settlements and expedition sites; costs and permissions follow current configuration.
gliders	Explorer	Builder	Aerial travel	Gliding equipment helps cross terrain and manage falls; a transport option alongside jetpacks and later flight.
comforts	Explorer	Builder	Camping	Sleeping bags and hammocks provide portable rest with distinct time/spawn behaviour, supporting camps and expeditions.
pneumono_umbrellas	Explorer	Collector,Builder	Weather equipment	Umbrellas offer shelter-themed utility and cosmetic equipment for outdoor travel.
block-runner	Explorer	Builder	Road travel	Certain surface blocks increase movement speed, giving player-built roads a practical purpose.
better-climbing	Explorer	Blacksmith	Traversal rules	Improved climbing interactions make caving and vertical travel easier; include as a travel tip.
jump-over-fences-forge	Explorer	Rancher	Traversal rules	Fence-jumping convenience affects movement through farmyards and settlements.
elytra-slot	Explorer	Adventurer	Flight loadouts	Wear elytra in an accessory slot alongside chest armor, changing exploration and combat loadouts.
universal-graves	Explorer	Adventurer	Death recovery	Graves preserve/recover dropped possessions according to server configuration; explain this in shared onboarding before dangerous paths.
shulker-drops-two	Explorer	Quartermaster,Adventurer	Shulker rewards	Adjusts shulker shell drops, affecting portable-storage acquisition; verify configured values before stating a guaranteed yield.
ironchests	Quartermaster	Builder	Container tiers	Upgraded chest families expand storage capacity and organization beyond vanilla containers.
storagedrawers	Quartermaster	Mechanic,Farmer,Builder	Bulk storage	Compartment drawers, upgrades and connected storage organization suit bulk crops, mining materials and factory outputs.
toms-storage-fabric	Quartermaster	Mechanic,Builder	Storage networks	Link containers into a searchable storage/crafting network; use connectors and terminals to make a central storeroom or workshop.
sophisticated-storage-unofficial-fabric-port	Quartermaster	Mechanic,Builder	Upgraded containers	Upgradeable storage containers with capacity and functional upgrades support sorting and processing. The pack adds a barrel conversion and changes stack-upgrade balance.
sophisticated-backpacks-unofficial-fabric-port	Quartermaster	Explorer,Farmer	Portable storage	Upgradeable backpacks provide capacity and functional inventory upgrades for travel, gathering and work.
travelers-backpack-fabric	Quartermaster	Explorer,Collector	Travel backpacks	A separate backpack system with distinctive variants, upgrades and utility features; show it as an alternative to Sophisticated Backpacks rather than making both mandatory.
labels	Quartermaster	Builder,Merchant	Storage labels	Label containers and storage areas so shared workshops and warehouses are readable.
trash-cans	Quartermaster	Mechanic	Overflow disposal	Dedicated disposal blocks for unwanted resources; connect to storage overflow once players understand what is being discarded.
carry-on	Quartermaster	Rancher,Builder	Moving objects	Carry eligible containers/block entities and supported creatures using direct interaction; useful for moving house, organizing farms and arranging workshops.
craftingpad-fabric	Quartermaster	Explorer	Portable crafting	A carried crafting-table item provides crafting access away from the base.
open-parties-and-claims	Shared foundations	Merchant,Builder	Teams and land	Party creation, claims and configurable chunk-forceloading protect shared bases and support cooperation; explain allowed server settings in onboarding.
ftb-quests-fabric	Shared foundations		Quest framework	The chapter/task/reward framework being planned. Existing chapters are evidence of prior pack design, not a complete authority for the currently installed content.
ftb-teams-fabric	Shared foundations		Quest teams	Team membership can support shared quest progress; decide the intended team experience when designing the chapters.
ftb-essentials	Shared foundations	Explorer,Merchant	Server conveniences	Utility commands depend on server configuration and permissions; include only the commands the server actually enables.
starter-kit	Shared foundations		Starting supplies	Supplies configurable first-join gear. The pack has a Welcome kit and inactive role-kit files; their presence does not make the proposed paths preselected classes.
peaceful-hunger	Shared foundations	Cook,Farmer	Food rules	Keeps hunger relevant in Peaceful; food production can remain meaningful even without hostile combat.
preferred-gamerules	Shared foundations		World defaults	Provides default gamerule configuration; affects the environment of every path rather than adding a quest-content tree.
mobexplosiongriefinggamerule	Shared foundations	Builder,Adventurer	World protection rules	Controls mob explosion damage independently from other mob griefing; record the server's chosen behaviour in onboarding.
modrinth-logo-mod	Pack customization	Collector	Pack branding	An item-based logo mod renamed by KubeJS to Homestead Logo Mod. Branding/quest display content is not a separate survival feature or profession.
cozystudios-core	Pack customization		Inherited pack core	Shared support for CozyStudios pack features. Treat individually verified custom recipes/items as pack features; the core's presence does not imply a full additional gameplay system.
trinketlantern-1.0.1	Explorer	Blacksmith	Wearable lighting	Wearable lantern and soul-lantern items, with waterproof variants, supply light while adventuring and caving. Local jar metadata calls this Wearable lanterns; its source contact is an example repository, so use local assets as evidence instead of that placeholder link.
